node_id,Pagerank_Values
27,0.0046893362805071745
0,0.0009021308560587239
57,0.004658809097161969
70,0.0021374080709735625
74,0.004339118720974536
86,0.004017355312852984
94,0.005106744140501227
100,0.004625797503467854
113,0.004900661335047314
138,0.000975530872534099
154,0.001027895945498401
166,0.0035666190101212403
178,0.00472433882686759
230,0.005764698625665773
235,0.0007353721701661279
242,0.0021977345776955743
246,0.0061864370879562034
262,0.0007756381439608225
269,0.004362641293018228
275,0.0029420583419757077
280,0.0038703108622261512
294,0.005392278484662518
304,0.003741152135648531
308,0.005412397245067099
309,0.003655116636340416
324,0.005341121969895439
347,0.0024035538195724773
364,0.004532788260107675
367,0.005717626667160882
378,0.002667198183961245
401,0.003015519859419969
413,0.00205974539127725
416,0.00481460726058821
419,0.004532160610127738
451,0.003438494561430279
6,0.004594532591314983
1,0.0014486228142582443
7,0.003618789067007088
14,0.006504644905028423
15,0.002175252050808197
16,0.002902753293096085
19,0.004086857860443517
23,0.003916658884071046
32,0.002624600494247801
45,0.004616397860494032
46,0.004670403455456444
49,0.0015430443830302034
52,0.004558221062752445
63,0.002414938831318126
68,0.004065638097538266
76,0.0032110733654153226
78,0.0039053580749332096
95,0.0031618660321121664
101,0.00306253553700285
102,0.004035877931232812
110,0.002486031576608576
112,0.001530107163827156
115,0.003374002224850097
127,0.003385355515862395
129,0.0023786591785532694
134,0.0017223217097653105
136,0.005834928842374449
139,0.0035516708290110437
153,0.002882561758524278
157,0.0034147902126693414
159,0.0026948226449492246
167,0.0016351376816698712
170,0.004995100897124851
173,0.001670586102032163
176,0.00818388309618344
184,0.004094855367627496
185,0.0016788317481055016
193,0.00438811033535705
195,0.0017737229458675702
201,0.0029445831882274785
202,0.0027351003440266933
204,0.0038096834426561963
217,0.0031448728248257233
221,0.001810752432457226
227,0.002522857855230326
241,0.003545536784453398
247,0.002681075080622765
251,0.00321267026075358
252,0.003999644733028859
256,0.0022925399472331176
257,0.0015607249259148958
264,0.004023583589670983
266,0.005383153438456302
268,0.0036484554762390474
271,0.002809695968850963
274,0.002575143862115052
290,0.0038891459686030082
293,0.004949615099552859
298,0.0034660910341419732
302,0.0045694003461235234
307,0.00467725845669898
321,0.002268212939465912
323,0.00448435682421215
326,0.003719176217060676
331,0.005736525079205345
336,0.004195671152160818
342,0.004599695856147189
349,0.0015365242674970883
350,0.004166025645978386
354,0.0023906448913619187
355,0.0033741678939214963
360,0.004703983026902114
361,0.0025580710331718983
366,0.004646588708523325
368,0.006595916928486906
369,0.00483065914030338
383,0.005762596900681118
393,0.002122476039295863
394,0.003484525318084161
396,0.0028780661506067544
398,0.0014385789574035079
402,0.004834421525902437
406,0.0028622648756523325
408,0.004373297824475405
417,0.0022095244672219014
420,0.00305946081989135
428,0.0051241754508368435
434,0.005018072381580718
435,0.0015632859807812906
437,0.0016799566583622387
438,0.002011388979665977
441,0.0027180404610183057
444,0.0032433982245318803
8,0.0020555754790436446
2,0.0015744226997061973
26,0.0039465860866505584
33,0.0013928596285086576
38,0.0031009174432746547
40,0.0030811347925416743
50,0.0023410040528987356
53,0.004528859921985835
65,0.0018549513718730893
66,0.0027672968129448783
67,0.0023160668619581007
71,0.002273578172062942
81,0.001648378176496788
82,0.003906819913420374
84,0.0023143213337179173
90,0.00240946556932017
123,0.002450613543681123
133,0.0037995014555255065
140,0.0018454406496439895
142,0.002847936007867411
143,0.00198229801047009
150,0.0020337828328869114
162,0.0027156359777440768
163,0.0019275952039218497
168,0.0024566359201453536
180,0.002704647461835618
190,0.0029817979254533533
200,0.007168021529069031
222,0.001948605881903453
223,0.0013679121709180091
229,0.0017714021279454178
237,0.0022595304589757355
245,0.0014582242604470356
259,0.002623014079481189
272,0.0028100690094053533
276,0.001896044605657195
279,0.0018934953935295464
305,0.0032557488529791714
306,0.004480976257423838
313,0.004070584804901399
319,0.002274125196597697
348,0.004061022642353019
372,0.0032315876351264408
376,0.0026040528470932614
381,0.0023305574897562907
388,0.0021961225457506656
390,0.002943952654511571
407,0.00283166488417451
411,0.0015963542269854872
423,0.0015503981238224858
430,0.001700559248417759
432,0.0015283323145400315
440,0.003752966900536415
449,0.002445196689833021
4,0.0013758232384947252
3,0.0025828756359487426
5,0.0014766504717588376
9,0.0024316051742027966
10,0.001471811810973923
11,0.0015327649700914822
13,0.002169645328980967
18,0.0011746571816579835
21,0.00152116648836704
28,0.002755799428165434
39,0.0024909227504276393
41,0.002204383237446141
43,0.0018123629113784411
47,0.0027526609590380674
51,0.0014925636939888288
55,0.003208911736122868
64,0.0014449455591851053
72,0.0012814222928081464
85,0.0015181964683919666
87,0.0014501951581830487
91,0.0014502181905618637
96,0.0019180892767090094
104,0.001509101868828046
106,0.0016010821724588304
107,0.0014366259629019478
109,0.001471748069180487
125,0.002566685919113138
126,0.0016626944826243946
128,0.0017217208549845896
130,0.0016442311734932435
144,0.0015694988023112616
145,0.0015894681550015066
147,0.0014543419128358113
152,0.0017423385318299125
160,0.0012189813732122801
161,0.0009855995953218794
171,0.0016449048520390894
175,0.0009686004197879797
179,0.001475346070758722
189,0.0018067542091557286
192,0.0028391923253186383
194,0.002403542185109537
206,0.0011779773182411671
210,0.0027514444473955976
215,0.0013206257002533928
219,0.005649699077920976
228,0.0014598069403513251
231,0.0011845373130668377
232,0.001123538831938613
238,0.0013570014480197316
240,0.002221448843137577
244,0.0019493164466296451
250,0.0015480149608107898
260,0.001320742265892467
263,0.0019379182848996666
265,0.0014674454204478041
270,0.0017024656912801865
284,0.001295171562623393
285,0.0014690866360238851
286,0.002515278669661247
289,0.0018503131750328052
291,0.0009567620428494258
292,0.0010744099673109225
295,0.0018271582549057573
296,0.0015823662865878806
301,0.0012975985111942322
312,0.001345612514029212
314,0.0026305902886251645
317,0.0014839277738813808
325,0.0021006431418673405
330,0.0025676162558273437
337,0.0015975516333355771
339,0.0024585575067145628
344,0.0024608219011833386
351,0.0013189513775887169
356,0.0013729688631229629
363,0.0013489765041666455
373,0.0015967113289279927
379,0.001672103625667228
382,0.0014419335760103933
395,0.0014678931203442641
409,0.0019425272848868189
415,0.0018503635765075121
418,0.00195558266958147
421,0.0017276424262745302
427,0.0015048999823477982
445,0.0022458717208207776
448,0.0016993540541128324
452,0.0016216279582721422
60,0.002288760329945436
80,0.0018288805928505063
118,0.0012559726213862317
121,0.0027276717911518212
151,0.0011200082368217899
156,0.002873057371527112
261,0.0029582380012862096
278,0.0024297978722152462
316,0.002108504947256436
329,0.0011850113424224577
404,0.0015130312340088737
69,0.0019512110893965657
158,0.0023858785779551097
169,0.0025353428482356214
213,0.0014578671942509242
249,0.001407807614396695
352,0.002075700354026093
12,0.0016198643548030376
22,0.0011357155659098988
24,0.000867017562473886
25,0.0011473551002215052
29,0.0011344367402865818
31,0.0013890679339448042
34,0.0011040199219516855
36,0.0017592133184504903
44,0.0010242823378981002
61,0.001287947957500318
73,0.0011095545147132599
77,0.0009558779709222645
92,0.001130697838965656
93,0.001646622042657361
98,0.0010593166840047346
99,0.0015965015557386727
103,0.0018033296289044504
108,0.00079208865087498
119,0.002087690151016021
122,0.002288798958266441
131,0.0009224695750656166
132,0.001628808934636137
146,0.0010299978717852585
155,0.0012499412743199238
165,0.0008616662794382862
172,0.0028003396639535933
182,0.002426732043477094
183,0.001176188533298454
197,0.000930938369477243
203,0.0010284976960322
207,0.0023644432491905587
211,0.0016901924002872951
233,0.0013859871042869454
248,0.0018793326432504582
253,0.0009168439281919019
267,0.0018258916837307492
277,0.001128656904496963
282,0.000972188042638241
288,0.0016650028073804746
299,0.0011930414567275535
315,0.0009361689683355314
320,0.0009073653755938394
333,0.0011250264312867913
334,0.0010730917016334946
335,0.001002693462073909
353,0.0011520145992137362
357,0.0010911049673104425
358,0.0009012037656591321
362,0.0009617263177557394
365,0.0016349668909323898
371,0.001280948582690066
377,0.0012689576247223145
380,0.0011864112777761945
384,0.0012795355267399768
385,0.001034663398088794
389,0.001558293000355474
392,0.0010588025013038246
400,0.0016682612382822358
403,0.0021896770557863743
405,0.0012707450090808912
410,0.0009580886605361447
412,0.001880571300749743
414,0.0013222502536106074
425,0.001106541744853632
429,0.0022321290050016647
431,0.00169773963324687
442,0.001120162007854588
443,0.00135455859990818
450,0.0010843655794540376
17,0.0016814088226184787
20,0.001123878028891959
56,0.0016674830282302588
75,0.001134677090230804
79,0.0006531319119440773
114,0.0012600219780593335
116,0.001095075142765774
149,0.0011753796743433935
174,0.0016977644398594042
181,0.0016962723222867008
186,0.001120940185119303
224,0.001495357175778218
234,0.001804296119713918
236,0.0015159632286732357
239,0.003771468627910087
243,0.0019438920683204435
273,0.0011213960610822788
311,0.0010975618601610135
328,0.0012370126196558499
345,0.0021971444738443672
346,0.0016450831926981282
370,0.002165586575445633
374,0.0010723825904460599
422,0.001049808770249002
424,0.0015693600009793439
455,0.0012628431047981227
196,0.0009357273038430746
212,0.0011401222008470542
327,0.001157844532928911
359,0.0009299896857592487
111,0.0016401172497466452
164,0.0018427200512816503
281,0.0014488983347113464
117,0.0017882162765813594
258,0.0010859504023636056
303,0.0010396523982864698
436,0.0009559270381644247
30,0.0011372465677765024
35,0.0013904259147761206
37,0.0009611657655391334
62,0.0015024259282434812
89,0.0032183881741523444
105,0.001174409936513265
124,0.004582288558929114
199,0.0017619446832526724
208,0.0006709503195964394
209,0.0018855082838653207
216,0.000931888291437485
218,0.0009221213420905699
220,0.0010161209182058153
283,0.0015170392252958067
297,0.001073485523190659
300,0.0010127101485768784
318,0.0011509749308919945
322,0.0033299166591690783
338,0.0012881980471978296
386,0.0012768254624836825
391,0.0022106244467269896
399,0.001334348677149697
426,0.0008781042519319547
433,0.0014825212302704556
439,0.0012862008573262796
453,0.0012494409768693967
54,0.0009938122221211528
59,0.0009745006188782258
83,0.0009838868754422176
97,0.0010099594837539192
137,0.0010026491075570652
198,0.0010576432051619517
214,0.0012354541983263505
255,0.000967839778334783
341,0.0009680473966375898
48,0.0009064615981326107
120,0.0005710475118373185
135,0.0007156153407142463
187,0.0005758745972134181
188,0.0006965846773923359
226,0.000837285683732491
254,0.0006336784489843622
332,0.000701450471827976
387,0.0007072872392982204
447,0.0009963519847534653
375,0.0010725910151768853
141,0.0009560773403332596
191,0.0011701183605794365
287,0.0007793541160690241
310,0.001060890393314457
148,0.0006949837062027967
42,0.0004051631889697209
397,0.00039742574264969887
58,0.0006710211562664283
88,0.0008014191491713252
343,0.00045719739675283903
454,0.0004196310871007574
340,0.0007274595602004625
446,0.0006282342426742178
177,0.0007397971728844376
205,0.0008041878231190515
225,0.0006991081874938693
