node_id,Average_Neighbor_Degree
6.0,204.34934497816593
1.0,269.0188679245283
7.0,184.78
14.0,182.24242424242425
15.0,223.7810945273632
16.0,210.32188841201716
19.0,172.49853372434018
23.0,179.62379421221866
27.0,169.1290322580645
32.0,216.43778801843317
45.0,182.62622950819673
46.0,162.23076923076923
49.0,262.65
52.0,190.75367647058823
63.0,202.94420600858368
68.0,168.05633802816902
74.0,161.63709677419354
76.0,187.24137931034483
78.0,175.0787878787879
86.0,174.8159509202454
94.0,161.48108108108107
95.0,185.91216216216216
101.0,185.4265734265734
102.0,167.6685393258427
110.0,237.710843373494
112.0,257.73333333333335
115.0,188.71672354948805
127.0,184.48620689655172
129.0,217.94418604651162
134.0,257.0892857142857
136.0,162.8753462603878
139.0,185.63028169014083
153.0,187.40893470790377
157.0,212.76712328767124
159.0,198.4313725490196
167.0,257.2773109243698
170.0,177.03642384105962
173.0,266.0854700854701
176.0,180.78412698412697
178.0,166.3221288515406
184.0,172.0808383233533
185.0,266.73275862068965
193.0,174.91950464396285
195.0,272.5607476635514
201.0,222.74129353233832
202.0,234.73548387096776
204.0,178.83223684210526
217.0,186.8166089965398
221.0,248.69281045751634
227.0,219.52884615384616
230.0,162.0458221024259
241.0,186.45205479452054
246.0,158.53141361256544
247.0,190.69172932330827
251.0,191.20071684587813
252.0,200.13934426229508
256.0,242.77300613496934
257.0,259.2782608695652
264.0,170.80232558139534
266.0,165.70985915492957
268.0,178.9811320754717
269.0,165.075
271.0,205.9227272727273
274.0,202.52868852459017
290.0,180.26129032258063
293.0,176.65495207667732
294.0,161.31062670299727
298.0,190.8228782287823
302.0,181.93
304.0,182.53378378378378
307.0,165.8968481375358
308.0,163.33426966292134
321.0,221.765
323.0,165.22651933701658
324.0,159.23684210526315
326.0,166.37570621468927
331.0,168.0940170940171
336.0,191.36567164179104
342.0,181.16554054054055
349.0,257.96491228070175
350.0,183.06666666666666
354.0,226.3038674033149
355.0,203.10416666666666
360.0,179.37820512820514
361.0,236.09248554913296
364.0,181.92903225806452
366.0,179.34516129032258
367.0,163.9060773480663
368.0,162.12972972972972
369.0,168.98516320474778
383.0,165.99442896935932
393.0,219.65217391304347
394.0,198.22131147540983
396.0,192.5639097744361
398.0,257.9756097560976
402.0,168.1918604651163
406.0,203.33333333333334
408.0,163.7443820224719
417.0,225.54166666666666
419.0,182.9318181818182
420.0,182.010101010101
434.0,160.61455525606468
435.0,257.1203703703704
437.0,265.6814159292035
438.0,237.8452380952381
441.0,206.34841628959276
444.0,193.95019157088123
8.0,241.83544303797467
2.0,261.9920634920635
26.0,233.2565789473684
33.0,267.5217391304348
38.0,199.0528455284553
40.0,197.28793774319067
50.0,262.3719008264463
53.0,184.99588477366254
65.0,239.69753086419752
66.0,213.68269230769232
67.0,211.81042654028437
71.0,215.89320388349515
81.0,257.56060606060606
82.0,191.42105263157896
84.0,214.28240740740742
90.0,235.8612716763006
100.0,158.63779527559055
123.0,219.84343434343435
133.0,195.97033898305085
140.0,230.57241379310344
142.0,229.04494382022472
143.0,225.2578947368421
150.0,244.94771241830065
162.0,212.88584474885846
163.0,238.60493827160494
168.0,266.08264462809916
180.0,211.83870967741936
190.0,221.27835051546393
200.0,205.87772925764193
222.0,238.10119047619048
223.0,271.3119266055046
229.0,261.9763779527559
237.0,214.35981308411215
245.0,272.45045045045043
259.0,219.68571428571428
272.0,227.67415730337078
276.0,238.6625
279.0,235.64848484848486
305.0,177.57912457912457
306.0,182.16442953020135
313.0,191.9601593625498
319.0,218.53398058252426
348.0,189.51418439716312
372.0,198.73853211009174
376.0,227.46774193548387
381.0,213.36453201970443
388.0,222.73157894736843
390.0,211.27354260089686
407.0,229.8418079096045
411.0,261.8103448275862
423.0,259.4436090225564
430.0,271.21495327102804
432.0,256.589552238806
440.0,193.676
449.0,228.18032786885246
4.0,250.2
3.0,214.44117647058823
5.0,259.03846153846155
9.0,217.11675126903555
10.0,255.94495412844037
11.0,261.9375
13.0,229.46242774566474
18.0,270.56
21.0,249.15172413793104
28.0,247.68456375838926
39.0,249.33846153846153
41.0,226.53804347826087
43.0,237.75903614457832
47.0,203.76470588235293
51.0,260.9349593495935
55.0,220.6157894736842
64.0,257.8952380952381
72.0,246.35833333333332
85.0,255.3758865248227
87.0,253.44915254237287
91.0,244.4851485148515
96.0,246.77777777777777
104.0,256.12371134020617
106.0,242.5929203539823
107.0,260.312
109.0,277.85585585585585
125.0,226.7287234042553
126.0,244.5121951219512
128.0,250.25
130.0,251.88028169014083
144.0,230.0
145.0,242.33333333333334
147.0,257.45098039215685
152.0,231.0863309352518
160.0,276.575
161.0,276.6666666666667
171.0,245.8272727272727
175.0,268.5135135135135
179.0,251.80833333333334
189.0,255.83846153846153
192.0,223.32183908045977
194.0,271.8536585365854
206.0,247.05747126436782
210.0,247.32075471698113
219.0,206.57391304347826
228.0,251.7913043478261
231.0,262.4634146341463
232.0,285.64179104477614
